name,interests
Richard Warren,Polish
Harold King,Papiamento
Randy Phillips,Hiri Motu
Lori Martin,Punjabi
William Shaw,Fijian
Ashley Murphy,Mongolian
Teresa Ray,Hebrew
Ernest Green,Nepali
Frances Scott,Guaraní
Brandon Cox,Fijian
Lois Kennedy,Spanish
Lisa Gordon,Czech
Karen Meyer,Spanish
Craig Stephens,Tsonga
Wayne Carr,Māori
Evelyn Frazier,Azeri
Michael Nichols,Pashto
Sharon Murphy,Mongolian
Steven Ortiz,Indonesian
George Grant,Tamil
Irene Willis,Fijian
Stephen Walker,West Frisian
Paul Pierce,Northern Sotho
Harold Lawson,Kashmiri
Benjamin Lane,Montenegrin
Carol Simpson,Yiddish
Irene Gordon,Macedonian
Maria Green,Bosnian
Russell Kelley,Māori
Roger Perkins,Japanese
Jean Webb,Norwegian
Julia Mitchell,Maltese
Ralph Peters,Yiddish
Albert Oliver,Estonian
Jeremy George,Finnish
Brandon Alvarez,Japanese
Todd Rice,Northern Sotho
Michael Lynch,Indonesian
Norma Jacobs,Kazakh
Jean Hernandez,Kazakh
Anne Reid,Khmer
Gregory Stanley,English
Johnny Fowler,Fijian
Annie Walker,Swati
Earl Allen,Korean
Elizabeth Berry,Spanish
Benjamin Jacobs,Filipino
Nicholas Baker,Albanian
Robert Murray,Malayalam
Paul Wallace,Moldovan
Tammy Vasquez,Tsonga
Dorothy Oliver,Danish
William Davis,Kannada
William Stanley,Arabic
Linda Gonzalez,Polish
Karen Washington,Persian
Clarence Harrison,Northern Sotho
Jeremy Johnson,Swati
Anthony Payne,Khmer
Angela Hunter,Chinese
Betty Patterson,Kannada
Joan Anderson,Hebrew
Michelle Wheeler,Korean
Andrea Gibson,Telugu
Julia Robinson,Maltese
Kimberly Matthews,Telugu
Tina Evans,New Zealand Sign Language
John Woods,Czech
Mary Gomez,Malayalam
Nicholas Lawrence,Albanian
Paula Stone,Swahili
Kathryn Johnston,Bosnian
Amy Kelley,Somali
Russell Hansen,Macedonian
Virginia Coleman,German
Timothy Garcia,Luxembourgish
Mildred Murray,French
Emily Walker,English
Juan Edwards,Kannada
Todd Jacobs,Armenian
Aaron Rice,English
Jose Hill,Latvian
Nicholas Kelley,Japanese
Samuel Gordon,Oriya
Anna Hill,Albanian
Ronald Turner,Ndebele
Janice Ortiz,Kazakh
Carl Martin,Bulgarian
Rachel Stone,Icelandic
Lois Howard,Pashto
Tina Fuller,Spanish
Amanda Mccoy,Montenegrin
Matthew Brown,Greek
Keith Hicks,Albanian
Russell Bryant,Chinese
Gloria Green,Armenian
Linda Andrews,Japanese
Steve Hughes,Yiddish
Martha Meyer,Bulgarian
Ashley Griffin,Spanish
Frank Burns,Thai
Richard Hill,Arabic
Tammy Reyes,Tajik
Andrea Russell,Bislama
Timothy Gray,Catalan
Brian Ortiz,Dutch
Earl Sanders,Swahili
Lawrence Miller,Afrikaans
Linda Castillo,Spanish
Daniel Johnson,Mongolian
Dorothy Ray,Armenian
Dorothy Moore,Korean
Louise Barnes,Tajik
Catherine Wheeler,English
Lois Perry,Indonesian
Peter Kim,Bosnian
Louise Griffin,Ndebele
Samuel Kennedy,Bosnian
Douglas Olson,Oriya
Jason Hamilton,Korean
Diane Barnes,Persian
Adam Lewis,Nepali
Carl Stevens,Guaraní
Steven West,Belarusian
Joan Thompson,Spanish
Edward Gardner,Dutch
Phyllis Perez,Spanish
Roy Kim,Tamil
Jose Gonzalez,Belarusian
Brandon Diaz,Macedonian
Rachel Gordon,Tok Pisin
Julia Baker,Swahili
Ronald Castillo,Belarusian
Arthur Grant,Kyrgyz
Andrew Scott,Albanian
Carolyn Banks,Kannada
Sara Fernandez,Norwegian
Patrick Oliver,Kyrgyz
Wayne Porter,New Zealand Sign Language
Lisa Carroll,Assamese
Ronald Mills,Armenian
Matthew Martin,Malayalam
Billy Mccoy,German
Gary Hunter,English
Stephanie Payne,Bengali
Jimmy Arnold,Filipino
Victor Pierce,Moldovan
Carol Johnson,Swati
Harry Willis,Spanish
Lawrence Robertson,Hebrew
Joan Fuller,Spanish
Bruce Welch,Somali
Jane Sanchez,Somali
Patricia Austin,Czech
Brenda Harvey,Moldovan
Carol Fields,Bosnian
Lillian Shaw,Dari
Rebecca Henry,Montenegrin
Daniel Baker,Czech
Evelyn Harrison,Danish
Kimberly Sullivan,Albanian
Jessica King,New Zealand Sign Language
Gloria Moore,Bosnian
Sharon Garcia,Montenegrin
Gerald Hansen,Bulgarian
Aaron Hudson,Romanian
Anna Edwards,New Zealand Sign Language
Timothy Alexander,Māori
Douglas Murray,Albanian
Edward Gonzales,Bulgarian
Richard Carter,English
Daniel Bowman,Aymara
Melissa Alexander,Kurdish
Lawrence Peterson,Persian
James Coleman,Danish
Anna Gutierrez,Tamil
James Smith,Kyrgyz
Dennis Riley,Hebrew
Virginia Cunningham,Polish
David Campbell,Telugu
Aaron Harrison,Armenian
Jessica Gordon,Japanese
Pamela Lopez,Estonian
Gregory Hayes,Kyrgyz
Michael Ramirez,Hindi
Brandon Thomas,Persian
Shirley Hall,Telugu
Kathleen Grant,Portuguese
Lois Hughes,Irish Gaelic
Timothy Tucker,Gagauz
Denise Henry,Norwegian
Joan Sullivan,Sotho
Virginia Bennett,Hungarian
Anne Duncan,Tsonga
Jerry Gilbert,Moldovan
Kenneth Henry,Czech
Gary Vasquez,Tok Pisin
Nicholas Wright,Swedish
Jessica Wheeler,Arabic
Brandon Nguyen,Northern Sotho
Todd King,Italian
Louis Lawrence,Polish
Annie Hunt,Catalan
Ernest Harris,Kurdish
Christopher Stone,Polish
Elizabeth Mason,Hebrew
Kelly Wheeler,Icelandic
Terry Bell,Bengali
Rachel Willis,Mongolian
Sharon Clark,Somali
Johnny Kelly,Azeri
Diana Hill,Telugu
Thomas Baker,Persian
Matthew Lynch,Kashmiri
Jennifer Wagner,Kazakh
Andrea Medina,Kyrgyz
Susan Simmons,Tok Pisin
Betty Butler,Azeri
Helen Bell,Dutch
Albert Robinson,German
Diane Hall,Filipino
Patricia Burns,Telugu
Jennifer Wells,Hungarian
Eric Hill,Filipino
Terry Cruz,Swahili
Angela Reid,Estonian
Ruth Wilson,Latvian
Joseph Burton,New Zealand Sign Language
Gregory Lane,Zulu
Adam Austin,Northern Sotho
Joe Garrett,New Zealand Sign Language
Lois Nelson,Kannada
Louis Martin,Dhivehi
Brenda Mendoza,West Frisian
Gregory Fernandez,Persian
Bonnie Ferguson,Romanian
Matthew Shaw,Albanian
Gregory Stanley,Fijian
Antonio Meyer,Georgian
Johnny Walker,Swati
Gregory Young,Tsonga
Irene Parker,Northern Sotho
David Richardson,Haitian Creole
Betty Martin,Tswana
Helen Green,Zulu
Martha Weaver,Greek
Ruby Flores,Dutch
Stephanie Fields,Northern Sotho
Steven Collins,Montenegrin
Angela Hill,Aymara
Catherine Lee,Japanese
Catherine Webb,Japanese
Kimberly Mills,English
Ernest Greene,Chinese
Samuel Alexander,Bulgarian
Paul Cunningham,Swahili
Sharon Chapman,Norwegian
Juan Russell,Haitian Creole
Raymond Montgomery,German
Melissa Snyder,Polish
Clarence Simpson,Latvian
Debra Alexander,Hiri Motu
Earl Duncan,Hungarian
Lawrence Brown,Bosnian
Peter Welch,Lao
Antonio Stone,Luxembourgish
Scott Ward,Norwegian
Frank Pierce,Arabic
Harry Hernandez,Arabic
Dennis Gonzales,Haitian Creole
Kevin Fuller,Dzongkha
Phillip Boyd,Zulu
Alice Butler,Chinese
Patrick Butler,Somali
Marilyn Hicks,Kannada
Paul Barnes,Estonian
Sara Arnold,Swahili
Carol Long,Pashto
Irene Burke,Burmese
Elizabeth Austin,Bulgarian
Denise Sanchez,Quechua
Marilyn Palmer,Macedonian
Frances Powell,Tok Pisin
Theresa Torres,Haitian Creole
Shirley Rodriguez,Tswana
Denise Washington,Kurdish
Kathryn Price,Korean
Jesse Bailey,French
Joyce Lynch,Polish
Denise Long,Dhivehi
Sara Cox,Armenian
Antonio Bell,Telugu
Kenneth Bennett,Assamese
Teresa Tucker,Amharic
Marilyn Mason,Hungarian
Martha Long,Māori
Debra Williams,Oriya
Justin Henry,Maltese
Paul Hernandez,New Zealand Sign Language
Phyllis Patterson,Chinese
Mark Morales,Thai
Brenda Elliott,Hebrew
Kimberly Mendoza,Catalan
Gloria Carter,Maltese
Heather Kim,Oriya
Donna Murphy,Bosnian
Annie Montgomery,Filipino
Patricia Harris,Sotho
Rose Cunningham,Guaraní
Linda Robertson,Catalan
Gary Mitchell,Somali
Julia Garza,Swedish
Brenda Larson,Hebrew
Peter Reyes,Irish Gaelic
Beverly Dixon,Burmese
Janice Carpenter,Nepali
Michael Cook,Albanian
Harold George,Montenegrin
Wanda Lewis,Afrikaans
Earl Murray,Dari
Betty Lopez,Afrikaans
Gloria Baker,Dhivehi
Robin Morris,West Frisian
Kathleen Morris,Greek
Donald Garcia,Japanese
Deborah Hamilton,Malay
Paula Reynolds,Finnish
Daniel Armstrong,Bulgarian
Marie Rose,Marathi
Stephanie Romero,Moldovan
Christina Butler,Gujarati
Carolyn Ford,Moldovan
Clarence Larson,Hebrew
Rachel Perkins,Japanese
Tina Garrett,Norwegian
Julia Anderson,Belarusian
Jason Ryan,Somali
Judy Lopez,German
Kevin Ramirez,Assamese
Clarence Mendoza,Norwegian
Diana Banks,Portuguese
Judith Cole,Swahili
Joshua Morrison,Papiamento
Jonathan Warren,Aymara
Carlos Brooks,Swati
Nicholas Freeman,Georgian
Sharon Arnold,Mongolian
Amanda Reid,Montenegrin
Sharon Kennedy,Montenegrin
Jane Boyd,Filipino
Henry Nguyen,Lithuanian
Russell Hanson,Armenian
Patricia Nichols,Croatian
Steven Ferguson,Yiddish
Kathy Garcia,Tok Pisin
Richard Griffin,Mongolian
Billy Carr,Bulgarian
Chris Long,Portuguese
Teresa Jacobs,Arabic
Sarah Wood,Malayalam
Amanda Stewart,Dari
Steve Wheeler,German
Teresa Hamilton,Māori
William Greene,Khmer
Nancy Lawrence,Zulu
Mark Murray,Swedish
Phyllis Powell,Kyrgyz
Frances Hernandez,Guaraní
Randy Hawkins,Greek
Charles Simmons,Portuguese
Jane Fox,Kurdish
Ernest Matthews,Sotho
Anna Carroll,Zulu
Patrick Sims,Tok Pisin
Susan Chavez,Malayalam
Todd Porter,Portuguese
Cynthia Perry,Dzongkha
Shawn Kelley,Italian
Tammy Johnson,Irish Gaelic
Lois Young,Kazakh
Sara Murray,Spanish
Cheryl Bennett,Lithuanian
Roger Pierce,Catalan
Mildred Reid,Malayalam
Heather Meyer,Albanian
Raymond Hill,Assamese
Rebecca Hunter,Mongolian
Jeremy Black,Yiddish
Mark Wood,Kazakh
George Moreno,Dhivehi
Joyce Collins,Tajik
Keith Mason,Kannada
Jack Gonzales,Dhivehi
Nancy Stone,Swedish
Annie Watson,English
Paul Fowler,Kannada
Evelyn Morrison,Bosnian
Carlos Mills,Macedonian
George Wood,Fijian
Eric Sanders,Swahili
Kathleen Gordon,Polish
Barbara Austin,English
Sean Rogers,Ndebele
Billy Green,Japanese
Brandon Burns,Latvian
Ashley Crawford,Somali
Gerald Robinson,Malagasy
Donald Shaw,Malayalam
Patricia Phillips,Finnish
Ruby Carter,French
Sean Tucker,Spanish
Ruth Kelley,Croatian
Steve Reed,Dutch
David Armstrong,Georgian
Jessica Myers,Czech
Beverly Howell,Hungarian
Justin Young,Dzongkha
Martha Harvey,Tswana
Frank Carpenter,Quechua
Carl Bradley,Bosnian
Andrew Scott,Nepali
Louis Fowler,English
Louis Alvarez,Indonesian
Louise Ray,West Frisian
Harry Edwards,Malagasy
Louis Perez,Dhivehi
Mildred Kelly,Luxembourgish
James Gomez,Aymara
Dennis Ortiz,Aymara
Linda Fisher,Tsonga
Beverly Chavez,Kashmiri
Bonnie Richards,Kannada
Amanda Simmons,Lithuanian
Edward Reid,Maltese
Gregory Howard,Tajik
David Bradley,Khmer
Diana Wright,Ndebele
Randy Hunter,Montenegrin
Marie Gibson,Japanese
Richard Reid,Sotho
Craig Cruz,Aymara
Eugene Hanson,Icelandic
Bruce Fox,Telugu
Brandon Nichols,West Frisian
Jean Larson,Portuguese
Kevin Elliott,Hiri Motu
Janet Ramos,Italian
Sarah Wheeler,Amharic
Maria Spencer,Italian
Andrea Rose,Latvian
Harold Williams,German
Sandra Harrison,Mongolian
Jeremy Hill,Hindi
Brandon Henry,Latvian
Roy Morris,Bulgarian
Jennifer Simpson,Filipino
Dennis Mitchell,Mongolian
Ralph Gray,Kashmiri
Amanda Cox,English
Scott Davis,Croatian
Roger Bishop,Indonesian
Cynthia Simpson,Kurdish
William Reid,Finnish
William Rose,Greek
Robert Turner,Malagasy
Terry Miller,Japanese
Thomas Fisher,Norwegian
Gloria Washington,Norwegian
John Harrison,Croatian
Randy Day,Pashto
Christine Butler,Kannada
Eugene Daniels,Luxembourgish
Sharon Gomez,Armenian
Arthur Bishop,French
Kimberly Martin,Armenian
Henry Hayes,Azeri
Philip Oliver,Malay
Katherine Holmes,Czech
Helen Grant,French
Brandon Torres,Kurdish
Maria Austin,Polish
Gregory Baker,Tswana
Dennis Kim,Northern Sotho
Jean Henry,Tok Pisin
Scott Fowler,Fijian
Ruth Reynolds,Montenegrin
Jean Schmidt,Persian
Jerry Cruz,Dhivehi
Susan Reed,Yiddish
Benjamin George,Fijian
Samuel Cook,Irish Gaelic
Anthony Hawkins,Bislama
Arthur Jacobs,Icelandic
Carlos Smith,Amharic
Harold Ortiz,Māori
Brandon Medina,Estonian
Louise Ortiz,Latvian
Phillip Brooks,Polish
Larry Alexander,Norwegian
Chris Richardson,Chinese
Jack Taylor,Arabic
Amy Richards,Kannada
Frances Mason,Czech
Brenda Richardson,Luxembourgish
John Pierce,Mongolian
Catherine Andrews,Dhivehi
Todd Hughes,Dzongkha
Carl Andrews,Japanese
Mark Bradley,Guaraní
Samuel Rice,Bosnian
Roy Scott,Persian
Joe Bowman,Haitian Creole
Anna Hernandez,Khmer
Gary Kennedy,Korean
Anne Vasquez,English
Shawn Hughes,Greek
Wanda Gordon,Malayalam
Carol Riley,French
Adam Dean,Amharic
Elizabeth Wheeler,Danish
Beverly Green,French
Lisa Ortiz,Belarusian
Marie Owens,Malagasy
Dorothy Morrison,Indonesian
Christina Willis,Polish
Fred Evans,Guaraní
Denise Hanson,Gujarati
Kimberly Stone,Yiddish
Janet Bennett,Dhivehi
Kathryn Reed,Ndebele
Sandra Sullivan,Lao
Bonnie Ramos,Khmer
Richard Duncan,Tok Pisin
Rebecca Stewart,Azeri
Walter Bailey,Bulgarian
Tina Garrett,Portuguese
Gerald Ward,Chinese
Dorothy Ramos,Burmese
Maria Hunter,Bulgarian
Kathy Henry,Lao
Christine Hunter,Italian
Jesse Martinez,Afrikaans
Gary Cooper,Marathi
Margaret Lynch,Portuguese
Lillian Gray,Tsonga
Aaron Carroll,Yiddish
Kevin Perry,Tetum
Emily Foster,Gagauz
Juan Stanley,New Zealand Sign Language
Rachel Knight,Kyrgyz
Henry Richards,Icelandic
Earl Kelly,Kazakh
Heather Coleman,Spanish
John Reed,Persian
Adam Stewart,New Zealand Sign Language
Steve West,Kyrgyz
Jacqueline Cunningham,Finnish
Randy Austin,Indonesian
Maria Fields,Marathi
John Butler,Punjabi
Wanda Edwards,Tamil
Laura Reyes,Swahili
Martha Moreno,Lithuanian
Jesse Hill,Kurdish
Elizabeth Ortiz,Bengali
Joshua Stewart,Punjabi
Jeffrey Gonzales,French
Mary Wheeler,Zulu
Anthony Wood,Icelandic
Nancy Hunt,Pashto
Douglas Harrison,Filipino
Fred Adams,Dari
Judith Berry,Kannada
Susan Castillo,Sotho
Kevin Cox,Norwegian
Katherine Morales,Mongolian
Todd Moore,Latvian
Antonio Fox,Papiamento
Henry Romero,Marathi
Jimmy Ruiz,Bosnian
Debra Burton,Haitian Creole
Heather Dixon,Aymara
Janice Nichols,Catalan
James Simmons,Indonesian
Martin Lopez,Gujarati
Lillian Robertson,Papiamento
Andrea Martinez,German
Patrick Clark,Fijian
Rebecca Coleman,Hungarian
Craig Matthews,Greek
Frances Wood,Polish
Randy Ray,Marathi
Tammy Thomas,Romanian
Debra Day,Guaraní
Walter Howard,Gagauz
Steve Lynch,Filipino
Joseph Nelson,Quechua
Theresa Bailey,Irish Gaelic
Bonnie Wagner,Korean
Gloria Murphy,Fijian
Jose Kelly,Japanese
Sean Moore,French
Craig Mills,Malagasy
Rachel Reyes,Kashmiri
Lisa Harper,Bengali
Denise Thompson,Gagauz
Rose Oliver,Gujarati
Debra Miller,French
Alan Anderson,Mongolian
Victor Campbell,Romanian
Barbara Cook,Spanish
Daniel Scott,Dutch
Diana Coleman,Swedish
Brian King,Hiri Motu
Nancy Hanson,French
Steven Bradley,Khmer
Nicole Carroll,Kannada
Phyllis Fowler,Czech
Roy Perkins,Bosnian
Justin Mendoza,Estonian
Carolyn Scott,Hindi
Rachel Peters,Swedish
Todd Little,Mongolian
Janet Hall,Maltese
Pamela Scott,Bengali
George Kelley,Lithuanian
Keith Webb,Tswana
Ronald Lewis,French
Ann Wright,Gujarati
Carl Carroll,Oriya
Patrick Green,Hebrew
Shawn Watkins,Kurdish
Lori Richards,Azeri
Dorothy Watson,Lao
Rose Riley,Hungarian
Clarence Stewart,Irish Gaelic
Adam Perez,Pashto
Roger George,Dzongkha
Lori Lee,Polish
Denise Ford,Telugu
Christine Harrison,Quechua
Benjamin Sanders,Persian
Frank Sullivan,Malayalam
Howard Anderson,Ndebele
Theresa Bennett,Armenian
Amy Gordon,Kashmiri
Raymond Sullivan,Tajik
Theresa Diaz,Hiri Motu
Sara Ramirez,Yiddish
Brandon Ortiz,Lao
William Campbell,Bulgarian
James Lee,Kazakh
Edward Evans,Persian
Donna Weaver,Bulgarian
Shirley Parker,Papiamento
Benjamin Ford,Kannada
Louise Fox,Armenian
Philip Rivera,Kyrgyz
Aaron Harrison,Gujarati
Julia Henderson,Lao
Susan Bailey,Oriya
Janet Howard,Bulgarian
Joseph Payne,Haitian Creole
Thomas Parker,Amharic
Catherine Brooks,Croatian
Terry Lee,Maltese
Christopher Rose,Hindi
Teresa Arnold,Danish
Timothy Medina,Czech
Frank Morrison,Spanish
Juan Spencer,Maltese
James Sims,Dhivehi
Elizabeth Carter,Afrikaans
Annie Mills,Northern Sotho
Wanda Little,Bulgarian
Benjamin Hansen,Kashmiri
Janet Evans,Catalan
Shawn Reid,Telugu
Dennis Reed,Filipino
Nicole Dunn,Amharic
Doris Rose,Burmese
Antonio Thompson,Kyrgyz
Ruby Mccoy,Georgian
Nicholas Lane,Georgian
Martha Knight,Chinese
Donald Wagner,Norwegian
Karen Watkins,Hungarian
Lawrence Russell,Lao
Nancy Martin,Japanese
Jason Simpson,Tsonga
Clarence Moore,English
Jeffrey Freeman,Lithuanian
Samuel Lee,Assamese
Dennis Wheeler,Kashmiri
Louis Morrison,Danish
Heather Hudson,Arabic
Jacqueline Torres,Dzongkha
Justin Torres,Icelandic
Janet Patterson,Catalan
Jessica Hughes,Latvian
Victor Fields,Amharic
Frances Tucker,Oriya
Bobby Black,Dhivehi
Patrick Spencer,French
Sarah Porter,Indonesian
Daniel Riley,Macedonian
Alan Porter,Gujarati
Henry Stanley,French
Jacqueline Harris,Swati
Kimberly Ortiz,Maltese
Emily Ryan,Ndebele
Edward Washington,Swahili
Denise Rodriguez,Papiamento
Heather Rivera,Guaraní
Laura Porter,Malay
Victor Wood,Bislama
Beverly Dunn,Guaraní
Joe Rose,Swedish
Joyce Mccoy,Kurdish
Kathryn Martinez,Montenegrin
Frank Warren,Kannada
Jessica Wagner,Estonian
Juan Freeman,Telugu
Janet Stone,Assamese
Marilyn Hawkins,Afrikaans
Mark Sullivan,Spanish
Jane Tucker,Zulu
Patrick Bennett,Assamese
Linda Roberts,Belarusian
Sandra Fox,Dzongkha
Samuel James,Swedish
Janet Peterson,Malay
Norma Burke,Belarusian
Patrick Wagner,Lao
Frances James,Assamese
Susan Hill,Korean
Barbara Bailey,Oriya
Jane Johnson,Bosnian
Phillip Romero,Oriya
Kathy Sullivan,Bislama
Kevin Gilbert,Dari
Sandra Walker,Afrikaans
Cynthia Walker,Marathi
Peter Harvey,Danish
Paul Wells,Sotho
Deborah Wallace,Bislama
Craig Bennett,Norwegian
Marie Jenkins,Bulgarian
Sara Armstrong,Kazakh
Benjamin Ward,Hindi
Emily Turner,Norwegian
Jose Hill,Swedish
Maria Williamson,Oriya
Paul Hill,Bislama
Teresa Bradley,Nepali
Tammy Reynolds,English
Jason Bell,Romanian
Daniel Diaz,Yiddish
Stephen Spencer,New Zealand Sign Language
Willie Watson,Hebrew
Carolyn Marshall,Tajik
Lori Marshall,Dhivehi
Lois Tucker,Albanian
Diane Ryan,Hebrew
Scott Peters,Swahili
Kevin Mitchell,Albanian
Kevin Lewis,Pashto
Jesse Hicks,Kazakh
James Tucker,Greek
Karen Taylor,Dzongkha
Sarah Gibson,Dhivehi
Jessica Butler,Tsonga
Scott Peterson,Hiri Motu
Shawn Mccoy,Somali
Gerald Austin,Albanian
Nancy Fernandez,Lithuanian
Frank Ramirez,Chinese
Janet Ferguson,English
Louis Ford,Georgian
Antonio Russell,Hiri Motu
Peter Stone,Afrikaans
Janice Romero,French
Larry Williamson,Tsonga
Ryan Marshall,Dzongkha
Lois Lawrence,Korean
Bobby Garcia,Māori
Stephanie Bryant,Pashto
Douglas Rose,Swedish
Kathryn Torres,Czech
Paul Morris,Punjabi
Mary Cole,Latvian
Michelle Sanchez,Finnish
Shirley Gilbert,Tamil
Roger Bell,Guaraní
Betty Baker,Czech
Lori Diaz,Lithuanian
Timothy Sanchez,Swati
John Sims,Spanish
Gloria Bennett,Haitian Creole
Samuel Watson,Spanish
Ruby Schmidt,Punjabi
Russell Cooper,Sotho
Christine Fields,Swedish
Adam Simpson,Punjabi
Samuel Hughes,Swati
Sandra Russell,Kurdish
Martin Hill,Sotho
Martha Hughes,Polish
Lisa Bennett,Spanish
Lillian Pierce,Hindi
Betty Olson,Punjabi
Thomas Bell,Malayalam
Joyce Anderson,Fijian
Harold Mendoza,West Frisian
Donald Campbell,Dutch
Bonnie Warren,Amharic
Heather Turner,Thai
Robert Dixon,Pashto
Jeffrey Richardson,Afrikaans
Raymond Sanders,Afrikaans
Bonnie Campbell,New Zealand Sign Language
Joan Kelley,Indonesian
Roy Fernandez,Chinese
Mary Hudson,Kazakh
Doris Nichols,Sotho
Julia Brooks,Northern Sotho
Earl Rice,Arabic
Heather Foster,Hindi
Jeremy Burke,Ndebele
Debra Reid,Bislama
Jimmy Schmidt,Arabic
Bonnie Graham,Kazakh
Mark Kelly,Portuguese
Jeffrey Alexander,Macedonian
Cynthia Bowman,Swati
Kelly Russell,Hiri Motu
Denise Andrews,Malayalam
Janet Martin,Indonesian
Debra Snyder,Kurdish
Kathy Peters,Hebrew
Todd Rice,Nepali
Wayne Montgomery,Filipino
Billy Oliver,Romanian
Anne Watson,Tsonga
Lawrence Rice,Spanish
Roger Jordan,Aymara
Louis Mitchell,Oriya
Karen Stephens,Hindi
Kimberly Olson,Bulgarian
Sandra Lawson,Hiri Motu
Jerry Long,Thai
Cheryl Peters,Nepali
Jesse Vasquez,German
Alan Wilson,Filipino
Anna Ferguson,Burmese
Jonathan Gardner,Hebrew
Anna Austin,Tswana
Laura Lewis,Tajik
Phyllis Phillips,Māori
Dorothy Hicks,Luxembourgish
Emily Gonzales,German
Jimmy Powell,Tswana
Cheryl Morgan,Mongolian
Maria Woods,Papiamento
Johnny Morris,Bislama
Sharon Flores,Dhivehi
Linda Adams,French
Gary Willis,Georgian
Mary Collins,Icelandic
Elizabeth Rice,Sotho
Margaret Howard,Bulgarian
Jeffrey Burke,Assamese
Thomas Butler,Swahili
David Washington,West Frisian
George Nguyen,Spanish
Mary Johnston,Kurdish
Fred Shaw,Gagauz
Lisa Harvey,Icelandic
Raymond Jones,Somali
Janet Lewis,Bosnian
Carolyn Harper,Icelandic
Katherine Gray,Bengali
Ruby Harrison,Bulgarian
Anthony Gonzalez,Arabic
Jonathan Montgomery,Irish Gaelic
Larry Gomez,Hebrew
Eugene Hall,Swati
Ralph Wallace,Tetum
Anne Rose,Kannada
Robert Garrett,Nepali
Doris Stanley,Zulu
James Burke,Irish Gaelic
Roy Mitchell,Belarusian
Daniel Tucker,Catalan
Alan Anderson,Kazakh
Brian Hill,Afrikaans
Donald Ramos,Polish
Susan Jones,Aymara
Christopher Perry,Tetum
Melissa Green,Azeri
Michelle Montgomery,Burmese
Todd Brooks,Persian
Christine Gonzalez,Armenian
Martha Carroll,Malay
Marie Berry,New Zealand Sign Language
Joyce Mills,Hindi
Tina Reyes,Afrikaans
Todd Woods,Latvian
Harold Turner,Tajik
Wayne Rogers,Filipino
Earl Gordon,Malagasy
Sara George,Gujarati
Walter Armstrong,Armenian
Kathy Wells,Arabic
Patrick Bennett,Persian
Melissa Taylor,Japanese
George Butler,Hungarian
Brandon Rice,Danish
Robert Hunt,Afrikaans
Debra Tucker,Tswana
Katherine Black,Burmese
Rose Gutierrez,Dari
Keith Jackson,Fijian
Brenda Hanson,Somali
Lillian Morales,Gagauz
Linda Hanson,Luxembourgish
Gregory Harrison,Northern Sotho
Amanda Duncan,Swahili
Lori Roberts,Persian
Keith Ruiz,Dzongkha
Lawrence Carr,Gagauz
Alan Rose,Greek
Ernest Alexander,Polish
Sara Gutierrez,Māori
Dorothy White,Aymara
Joan Cooper,Dari
Irene King,Danish
Russell Arnold,Tetum
Victor Ruiz,Kashmiri
William Adams,Polish
Anne Alexander,Zulu
Phyllis Kelley,Amharic
Todd Harvey,Kashmiri
Heather Chavez,Yiddish
Joan Smith,Latvian
Kevin Roberts,Marathi
Kathleen Ward,Tsonga
Jack Thomas,New Zealand Sign Language
Cheryl Gonzales,Tsonga
Linda Bell,Korean
Betty Daniels,Kazakh
Ruth Wheeler,Afrikaans
Kevin Mason,Swedish
Catherine Franklin,Ndebele
Thomas Chavez,Pashto
Jonathan Adams,Dari
Raymond Richards,Malayalam
Rebecca Price,Catalan
Carolyn Snyder,Zulu
Deborah Ryan,Thai
Maria Banks,Indonesian
Joseph Hicks,Somali
Laura Gardner,Guaraní
Russell Young,Danish
Brandon Hansen,Haitian Creole
Russell Robertson,Mongolian
Terry Cruz,Nepali
Kathy Lawson,Northern Sotho
Shawn Hansen,Ndebele
Ryan Stone,Arabic
Ryan Burns,Bosnian
Raymond Allen,Czech
Cheryl Green,Irish Gaelic
Jason Duncan,Marathi
John Bailey,Telugu
Anna Lee,Swedish
David Baker,Norwegian
Patrick Jenkins,Moldovan
Amanda Brooks,Lithuanian
Carl Henderson,Khmer
Ronald Weaver,Arabic
Kimberly Mason,Japanese
Philip Montgomery,Aymara
Timothy Nguyen,Maltese
Carl Ortiz,Hungarian
Rose Ryan,Tok Pisin
Ronald Lee,Romanian
Carolyn Howell,Albanian
Gloria Johnston,Oriya
Roy Webb,Norwegian
Kenneth Fisher,Hungarian
Nicole Martin,Gujarati
Shawn Clark,Maltese
Maria Palmer,Mongolian
Teresa Weaver,Bengali
Judy Gonzalez,Japanese
Jane Howell,Romanian
